p.num,V8,V9,V10,uid,custom1,data,gc,term,Q39,age,happyt1,partyID,quintile,gender,income,ideology,social.issues,economic.issues
R_cYCTZXWRb3j37OB,7/24/2015,7/24/2015, , , , , , , ,51,65,3,3,2, , , , 
R_4MgVdJmbmpP3mgB,7/24/2015,7/24/2015, , , , , , , ,58,51,1,3,1, ,6,6,6
R_cUfgiJv7UNIOYEB,7/24/2015,7/24/2015, , , , , , , ,35,70,1,4,2, ,3,2,4
R_e5kEIOHQcoEwwOV,7/24/2015,7/24/2015, , , , , , , ,58,85,2,17,1, ,5,5,6
R_6A1Q93RDw9KrB9H,7/24/2015,7/24/2015, , , , , , , , ,27,3,1,1, , , , 
R_9ZZwO9NHDIQ6GEJ,7/24/2015,7/24/2015, , , , , , , ,21,100,3,2,1, , , , 
R_cHke68raS9ggNQp,7/24/2015,7/24/2015, , , , , , , ,47,51,3,2,1, ,6,4,6
R_a30vzOybWu3IpEN,7/24/2015,7/24/2015, , , , , , , ,54,100,3,4,2, ,5,5,5
R_5yFGf3xWx5t8rYN,7/24/2015,7/24/2015, , , , , , , ,33,48,3,4,2, ,2,2,4
R_2lf4umkqdpbbIpv,7/24/2015,7/24/2015, , , , , , , ,60,47,1,4,1, ,3,2,4
R_eXNAO1SL4sKDYUJ,7/24/2015,7/24/2015, , , , , , , ,33,100,1,2,2, , , , 
R_0lhh8fk5mJoQGCV,7/24/2015,7/24/2015, , , , , , , ,52,61,1,1,1, ,1,1,4
R_6WIAbciVPUvjMB7,7/24/2015,7/24/2015, , , , , , , ,40,53,3,4,2, , , , 
R_6VHragCQTpXV8fb,7/24/2015,7/24/2015, , , , , , , ,51,75,1,4,2, , , , 
R_cxchTtoNU1F4E3H,7/24/2015,7/24/2015, , , , , , , ,53,53,3,2,2, ,7,7,7
R_cSEoc2iJNTQLnGB,7/24/2015,7/24/2015, , , , , , , ,54,70,3,4,1, , , , 
R_02QdpDzLynz7M21,7/24/2015,7/24/2015, , , , , , , ,61,49,1,3,2, , , , 
R_1Sm1nigyV9iYPFX,7/24/2015,7/24/2015, , , , , , , ,31,54,2,4,2, ,5,5,5
R_5p6SgqeStxGIEuh,7/24/2015,7/24/2015, , , , , , , ,41,70,1,1,2, , , , 
R_3WV5LI8wV6zzEtn,7/24/2015,7/24/2015, , , , , , , ,24,61,3,2,2, ,6,6,6
R_73wdrRqKNn4HNCl,7/24/2015,7/24/2015, , , , , , , ,42,21,3,2,2, ,7,7,7
R_3UwWQi85YJFBL9z,7/24/2015,7/24/2015, , , , , , , ,38,27,1,2,2, ,2,2,3
R_1Sw9K7DYO5Sq5jT,7/24/2015,7/24/2015, , , , , , , ,47,100,3,3,2, ,6,6,6
R_egIsKmUEwTAsQND,7/24/2015,7/24/2015, , , , , , , ,34,96,2,4,1, ,3,3,4
R_b44uEjaPc9VZzQF,7/24/2015,7/24/2015, , , , , , , ,49,67,3,4,1, , , , 
R_0J7u0xLhAVqKY7z,7/24/2015,7/24/2015, , , , , , , ,57,52,1,4,1, ,3,2,4
R_ex6icXESW2APjtr,7/24/2015,7/24/2015, , , , , , , ,58,58,1,4,1, ,2,2,4
R_bJdoNzxRF9nqRtX,7/24/2015,7/24/2015, , , , , , , ,31,24,1,3,2, ,6,6,6
R_6lIDJV5OWsz10Sp,7/24/2015,7/24/2015, , , , , , , ,31,10,2,2,2, , , , 
R_3EqZ8E0111dwzGJ,7/24/2015,7/24/2015, , , , , , , ,62,70,2,2,2, , , , 
R_ehg9F8FMIsxxgHz,7/24/2015,7/24/2015, , , , , , , ,52,10,1,1,2, , , , 
R_5pct6grqG2MBo7H,7/24/2015,7/24/2015, , , , , , , ,42,48,2,3,1, ,6,3,6
R_88ktEzfiH9DlXsV,7/24/2015,7/24/2015, , , , , , , ,40,72,1,1,2, , , , 
R_3EO9fx8Mg7GzvWB,7/24/2015,7/24/2015, , , , , , , ,61,73,3,4,2, ,6,6,6
R_a2xsF4QZEoqLMkl,7/24/2015,7/24/2015, , , , , , , ,50,31,1,4,2, ,2,2,1
R_bm83Gr26Z1sVMep,7/24/2015,7/24/2015, , , , , , , ,41,86,1,3,2, ,5,4,4
R_ei0AmMQGAdbScMB,7/24/2015,7/24/2015, , , , , , , ,40,71,1,4,2, , , , 
R_4Yqtk11XzasaxdX,7/24/2015,7/24/2015, , , , , , , ,60,37,3,1,1, ,6,4,5
R_b0YjEegqtUjbPil,7/24/2015,7/24/2015, , , , , , , ,44,59,2,2,2, ,3,4,3
R_eqCtLHskSGKurE9,7/24/2015,7/24/2015, , , , , , , ,87,73,3,3,2, ,7,7,7
R_3mXs4J74fIrhY45,7/24/2015,7/24/2015, , , , , , , ,67,75,2,2,2, ,6,6,6
R_d6ALRYZKljD2RpP,7/24/2015,7/24/2015, , , , , , , ,49,79,1,4,2, ,4,4,3
R_20hHqn8bgbK2Wz3,7/24/2015,7/24/2015, , , , , , , ,44,28,1,4,2, ,1,1,2
R_2fM5hZO6TgI2xql,7/24/2015,7/24/2015, , , , , , , ,66,68,3,4,1, ,4,5,3
R_bxdKRP8sv2NNkJn,7/24/2015,7/24/2015, , , , , , , ,63,71,2,3,2, ,4,4,4
R_eWHNdPDWCSPPmf3,7/24/2015,7/24/2015, , , , , , , ,37,56,3,4,2, , , , 
R_1HbzjN6pNJ0wfkx,7/24/2015,7/24/2015, , , , , , , ,34,75,3,3,2, ,6,6,4
R_dce5okJT13JzwIl,7/24/2015,7/24/2015, , , , , , , ,69,13,2,2,2, , , , 
R_daQeGNL4tVuaWUJ,7/24/2015,7/24/2015, , , , , , , ,57,69,3,17,2, ,6,6,6
R_0xCltdNpQWqnTud,7/24/2015,7/24/2015, , , , , , , ,41,58,3,4,2, ,6,5,7
R_5v9k19LGy02VmcZ,7/24/2015,7/24/2015, , , , , , , ,47,100,1,1,2, , , , 
R_5dxKq7fJtvO9gKV,7/24/2015,7/24/2015, , , , , , , ,36,34,1,3,2, ,8,8,8
R_cMcY06GZkJZFrTL,7/24/2015,7/24/2015, , , , , , , ,65,52,3,2,2, ,6,7,6
R_1R0rxfyZbIi6NEN,7/24/2015,7/24/2015, , , , , , , ,47,15,2,1,2, ,4,2,5
R_bl8XiFu80K7PCrr,7/24/2015,7/24/2015, , , , , , , ,56,49,1,2,1, ,2,1,3
R_4YPhPu0DevIqxMx,7/24/2015,7/24/2015, , , , , , , ,59,89,1,3,2, , , , 
R_4OynOhqgp3XzH0N,7/24/2015,7/24/2015, , , , , , , ,53,75,3,4,1, , , , 
R_e9BC5ldvII4tF1r,7/24/2015,7/24/2015, , , , , , , ,47,23,3,4,2, ,7,7,5
R_acaId9RDHlNkPuR,7/24/2015,7/24/2015, , , , , , , ,53,72,1,1,2, ,8,9,8
R_3h1p9LyjloT1ggd,7/24/2015,7/24/2015, , , , , , , ,33,60,2,4,2, ,3,2,5
R_5bE4rSIZNncb6Rv,7/24/2015,7/24/2015, , , , , , , ,33,72,1,1,1, ,2,2,2
R_elL5v1F2cAInfHD,7/24/2015,7/24/2015, , , , , , , ,74,79,3,4,2, ,5,5,5
R_37TYL177nAzTtM9,7/24/2015,7/24/2015, , , , , , , ,42,52,2,2,2, , , , 
R_0iEz5GfPI5qoei1,7/24/2015,7/24/2015, , , , , , , ,34,64,2,3,2, , , , 
R_3Ejsy93XbWKn0ln,7/24/2015,7/24/2015, , , , , , , ,32,52,1,1,1, ,2,9,3
R_3a7upJaFjqd3pC5,7/24/2015,7/24/2015, , , , , , , ,62,50,2,2,1, ,2,1,2
R_d6eOjvrBv9tS7sN,7/24/2015,7/24/2015, , , , , , , ,57,46,1,3,1, ,6,6,6
R_bCTflgGWnsjevMV,7/24/2015,7/24/2015, , , , , , , , ,43,1,4,2, , , , 
R_3D8U5u67WWUsE9D,7/24/2015,7/24/2015, , , , , , , ,51,50,1,1,1, ,4,4,4
R_a33xL9AHTmgA3Zz,7/24/2015,7/24/2015, , , , , , , ,30,41,1,3,1, , , , 
R_5hhFyir8LXGyZPn,7/24/2015,7/24/2015, , , , , , , ,56,93,2,17,1, ,6,6,6
R_87Vp6u3tTMGhCL3,7/24/2015,7/24/2015, , , , , , , ,22,27,2,3,1, , , , 
R_dmWOrxYQFasxyNT,7/24/2015,7/24/2015, , , , , , , ,42,31,2,1,2, , , , 
R_3x8KE5sbd0Sv1Sl,7/24/2015,7/24/2015, , , , , , , ,73,71,1,17,2, ,2,1,4
R_6ApgfQrO7LfpiND,7/24/2015,7/24/2015, , , , , , , ,43,79,3,4,2, ,6,5,6
R_6JRifLSUnxxS3pX,7/24/2015,7/24/2015, , , , , , , ,38,29,2,1,2, , , , 
R_74dYnuiGD8Mq9WR,7/24/2015,7/24/2015, , , , , , , ,73,74,3,3,2, , , , 
R_38Bvn2DCIVfEdPT,7/24/2015,7/24/2015, , , , , , , ,55,74,3,17,2, ,4,3,7
R_bdOWfmUmonnJaFn,7/24/2015,7/24/2015, , , , , , , ,51,68,2,4,1, , , , 
R_0BSo9JeqrBT9ELb,7/24/2015,7/24/2015, , , , , , , ,26,47,1,3,2, ,2,2,4
R_bfkDFJSv3N7z3s9,7/24/2015,7/24/2015, , , , , , , ,51,32,2,3,2, , , , 
R_ey2LVb5NboZjeaV,7/24/2015,7/24/2015, , , , , , , ,27,6,1,1,2, , , , 
R_4ZSfe83ew0PH55P,7/24/2015,7/24/2015, , , , , , , ,57,50,1,1,2, ,4,3,3
R_efFuTZLFe6oekQt,7/24/2015,7/24/2015, , , , , , , ,49,65,1,3,2, ,2,2,2
R_0plky26nfBfLGYd,7/24/2015,7/24/2015, , , , , , , ,54,47,2,1,1, ,1,1,1
R_6zZmO38SGwym4q9,7/24/2015,7/24/2015, , , , , , , ,30,72,1,1,1, , , , 
R_8JmXBbEelk7Dysd,7/24/2015,7/24/2015, , , , , , , ,55,31,3,1,2, ,4,4,4
R_2tcApW5jo1iGjIN,7/24/2015,7/24/2015, , , , , , , ,31,72,3,1,2, , , , 
R_eS3rGpk2M8zzQ1L,7/24/2015,7/24/2015, , , , , , , ,47,54,3,1,2, ,6,6,5
R_1yTM4CdGeoFvW5v,7/24/2015,7/24/2015, , , , , , , ,53,57,2,2,2, , , , 
R_6yhhOVlfF2j8bvT,7/24/2015,7/24/2015, , , , , , , ,47,68,3,1,2, ,3,2,4
R_3aXSA5IkYPKBA5T,7/24/2015,7/24/2015, , , , , , , ,40,26,1,4,2, ,1,1,1
R_6RTPnSTgSqGYxV3,7/24/2015,7/24/2015, , , , , , , ,36,24,2,2,2, ,3,3,5
R_cVj1WFfVDIYp3LL,7/24/2015,7/24/2015, , , , , , , ,55,35,3,3,2, , , , 
R_54KzfftauK9O4Hr,7/24/2015,7/24/2015, , , , , , , ,54,70,3,17,1, ,6,4,6
R_etBvyKWbvm5XooJ,7/24/2015,7/24/2015, , , , , , , ,53,42,2,2,2, ,7,7,7
R_bIptIvwfbyfoGLr,7/24/2015,7/25/2015, , , , , , , ,37,73,3,3,2, , , , 
R_0w7jnejAZz2XgNf,7/24/2015,7/24/2015, , , , , , , , ,51,1,3,2, , , , 
R_bxbsYrJaSiT8XRz,7/24/2015,7/24/2015, , , , , , , ,40,49,3,1,2, ,5,5,4
R_3HRqjQReH372mGh,7/24/2015,7/24/2015, , , , , , , ,40,75,1,1,2, ,3,4,1
R_0D1zCTt2mjK0T65,7/24/2015,7/24/2015, , , , , , , ,33,58,2,2,2, ,6,6,6
R_ezkGL30rAVZWaZ7,7/24/2015,7/24/2015, , , , , , , ,57,51,2,2,1, ,1,1,1
R_8vrh8AmOQQa6UPH,7/24/2015,7/24/2015, , , , , , , ,56,53,2,3,2, ,4,8,8
R_0fbbEuIda71bMbj,7/24/2015,7/24/2015, , , , , , , ,56,49,3,3,2, ,4,4,4
R_0IjPpOwLyKCgcFn,7/24/2015,7/24/2015, , , , , , , ,52,72,1,2,2, ,1,1,1
R_d57j3UyDkAGqJjT,7/24/2015,7/24/2015, , , , , , , ,53,8,2,2,2, ,4,2,3
R_01JAJqO6m1brpbf,7/24/2015,7/24/2015, , , , , , , ,48,83,3,2,2, , , , 
R_0emOioD0Kngc8Jf,7/24/2015,7/24/2015, , , , , , , ,41,85,1,17,1, ,3,2,3
R_9HXaV94R1mNaN7v,7/24/2015,7/24/2015, , , , , , , ,36,53,3,4,2, ,5,6,5
R_0fGGREvpSRmrJjv,7/24/2015,7/24/2015, , , , , , , ,62,23,1,3,1, , , , 
R_9HrTLjmZOIVyeO1,7/24/2015,7/24/2015, , , , , , , ,28,52,1,2,1, ,2,2,2
R_cNEOs0Q8Wef5KNT,7/24/2015,7/24/2015, , , , , , , ,51,63,3,2,2, ,7,7,7
R_6fZvrkF9YhtbZLD,7/24/2015,7/24/2015, , , , , , , ,62,30,1,2,2, , , , 
R_56j66venZpqKOnH,7/24/2015,7/24/2015, , , , , , , ,35,49,1,1,1, , , , 
R_3wwxwO56be6GZKJ,7/24/2015,7/24/2015, , , , , , , ,60,71,2,2,2, ,4,4,4
R_0IXk5ODQjMmDD3n,7/24/2015,7/24/2015, , , , , , , ,18,51,1,2,2, ,2,2,2
R_6VF3ZZ2tM3PV86V,7/24/2015,7/24/2015, , , , , , , ,50,28,1,1,2, , , , 
R_3L5AgCeyZjorClv,7/24/2015,7/24/2015, , , , , , , ,55,29,3,3,1, , , , 
R_cHFQ3PFIyGsK9nf,7/24/2015,7/24/2015, , , , , , , ,61,49,1,3,1, , , , 
R_6RytPJUKgmVecUR,7/24/2015,7/24/2015, , , , , , , ,53,29,1,4,2, ,1,1,2
R_0Ps2hUatzq57icd,7/24/2015,7/24/2015, , , , , , , ,41,70,1,4,2, , , , 
R_e37bU7SBGLiCIrb,7/24/2015,7/24/2015, , , , , , , ,37,72,2,4,2, , , , 
R_9sgMNEoG91XcEpT,7/24/2015,7/24/2015, , , , , , , ,35,57,2,2,2, ,8,8,8
R_4ZTaHqovNNUQiiN,7/24/2015,7/24/2015, , , , , , , ,40,100,1,1,1, , , , 
R_dmQKD4cgpzI0HRP,7/24/2015,7/24/2015, , , , , , , ,65,100,1,4,2, ,4,5,3
R_bJyiziYg81cZ5zf,7/24/2015,7/24/2015, , , , , , , ,58,72,2,17,1, ,5,5,5
R_023zdS5mnWjCjeB,7/24/2015,7/24/2015, , , , , , , ,41,51,3,1,2, , , , 
R_8D5TSXi0mgceIQZ,7/24/2015,7/24/2015, , , , , , , ,66,37,1,4,2, ,6,6,7
R_8AsfSCc9HX8Ij09,7/24/2015,7/24/2015, , , , , , , ,70,74,2,3,2, ,4,4,4
R_6flJKgh6wdeCrMV,7/24/2015,7/24/2015, , , , , , , ,53,70,1,1,1, ,3,4,4
R_eeTK54JVNe7s6rz,7/24/2015,7/24/2015, , , , , , , ,31,70,1,4,1, ,1,1,1
R_2ggEyLCyQ4nALEp,7/24/2015,7/24/2015, , , , , , , ,49,0,2,2,1, ,8,8,8
R_2bBDRDNXSufa3id,7/24/2015,7/24/2015, , , , , , , ,36,51,2,4,1, ,4,4,4
R_6lknWrY9qUVX7qR,7/24/2015,7/24/2015, , , , , , , ,61,50,2,2,1, ,6,6,6
R_dmXTvyzj1WabrFP,7/24/2015,7/24/2015, , , , , , , ,45,15,1,2,2, ,2,1,2
R_5pe1P1pBmEAnGlf,7/24/2015,7/25/2015, , , , , , , ,57,29,2,1,2, ,4,4,5
R_0UI4cnFG3RTeRql,7/25/2015,7/25/2015, , , , , , , ,56,53,1,2,2, ,2,2,1
R_3jV1aIYhaHtWN3T,7/25/2015,7/25/2015, , , , , , , ,47,32,2,3,2, , , , 
R_9yvpaqXbD4fTpRz,7/25/2015,7/25/2015, , , , , , , ,38,74,3,4,2, ,6,7,6
R_ctOMpd1ZtQJbEFf,7/25/2015,7/25/2015, , , , , , , ,47,72,3,1,2, , , , 
R_0ik4hINnbFdwIMl,7/25/2015,7/25/2015, , , , , , , ,59,66,3,4,1, , , , 
R_3eM9JDt4ml8gyRn,7/25/2015,7/25/2015, , , , , , , ,45,35,1,17,2, , , , 
R_4T1GVjrT5Ateom1,7/25/2015,7/25/2015, , , , , , , ,62,70,3,3,2, ,5,5,6
R_3IYaBKwp5bR2L41,7/25/2015,7/25/2015, , , , , , , ,32,99,1,3,1, , , , 
R_8dLkPMIlUY8vzSJ,7/25/2015,7/25/2015, , , , , , , ,57,11,1,17,2, , , , 
R_5aOYvhOVG4gRaT3,7/25/2015,7/25/2015, , , , , , , ,56,29,2,1,1, , , , 
R_1TYV6kSyHOFk1Rb,7/25/2015,7/25/2015, , , , , , , ,53,70,2,4,2, , , , 
R_bEBMP7laqywpPBr,7/25/2015,7/25/2015, , , , , , , ,50,53,3,2,2, ,5,5,5
R_6YEleVID82lRxkh,7/25/2015,7/25/2015, , , , , , , ,54,50,3,2,2, ,4,4,4
R_0BTLuSBps4fCgXb,7/25/2015,7/25/2015, , , , , , , ,49,15,1,3,2, , , , 
R_6rojTlJyTeBWjTT,7/25/2015,7/25/2015, , , , , , , ,56,74,3,2,2, , , , 
R_emy1FedsuiQCcsd,7/25/2015,7/25/2015, , , , , , , ,53,47,2,1,2, ,4,7,5
R_6yEYo3TUDBkwUgR,7/25/2015,7/25/2015, , , , , , , ,33,54,2,3,1, ,4,2,6
R_1zT0j6n4Ggugbu5,7/25/2015,7/25/2015, , , , , , , ,62,58,3,2,2, ,6,6,6
R_bJiklCuTZAKW1x3,7/25/2015,7/25/2015, , , , , , , ,30,94,1,3,1, , , , 
R_6ooGmeRHK8uQsjb,7/25/2015,7/25/2015, , , , , , , ,49,92,3,17,1, ,7,7,7
R_abCC4Iu9FQIZUm9,7/25/2015,7/25/2015, , , , , , , ,44,61,3,3,2, ,5,5,6
R_b3qI0lP3tLvavT7,7/25/2015,7/25/2015, , , , , , , ,30,55,1,3,1, , , , 
R_a2WdlMsUrep4xTf,7/25/2015,7/25/2015, , , , , , , ,29,73,3,4,1, , , , 
R_0DRsy4yofQ5klBr,7/25/2015,7/25/2015, , , , , , , ,62,51,1,4,2, ,3,3,4
R_1TRkddOj7hQ7GqV,7/25/2015,7/25/2015, , , , , , , ,49,50,1,2,2, ,3,3,3
R_5dtmOH2vOTKOWsR,7/25/2015,7/25/2015, , , , , , , ,36,100,1,3,2, , , , 
R_dcEFx8Vps6yDsGh,7/25/2015,7/25/2015, , , , , , , ,58,94,2,3,1, ,2,2,5
R_e3QDSTz6ocOkY5L,7/25/2015,7/25/2015, , , , , , , ,65,72,1,4,2, ,1,1,2
R_6x0j61ijE6IYwWF,7/25/2015,7/25/2015, , , , , , , ,56,52,2,3,2, , , , 
R_9sMTmfyV2EMztFb,7/25/2015,7/25/2015, , , , , , , ,60,49,2,17,1, , , , 
R_4ME61ekj4kwWWlD,7/25/2015,7/25/2015, , , , , , , ,52,56,2,3,2, ,4,4,4
R_d5nMlNTefeji8zr,7/25/2015,7/25/2015, , , , , , , ,50,59,3,4,2, , , , 
R_5pegLxRaJkloALj,7/25/2015,7/25/2015, , , , , , , ,47,52,3,3,1, , , , 
R_dg7LGJzXEGiXv5r,7/25/2015,7/25/2015, , , , , , , ,55,72,3,3,2, , , , 
R_bKs3QRTsrCey6H3,7/25/2015,7/25/2015, , , , , , , ,47,100,1,4,2, , , , 
R_3JcRbPEuAaIz4Vf,7/25/2015,7/25/2015, , , , , , , ,44,77,1,3,2, ,4,4,3
R_a3swurE2avZyH5j,7/25/2015,7/25/2015, , , , , , , ,27,92,1,17,1, , , , 
R_ahgPajtW5hvWp2R,7/25/2015,7/25/2015, , , , , , , ,26,14,3,3,2, ,8,8,8
R_5b8k1zQNX40M9Vz,7/25/2015,7/25/2015, , , , , , , ,28,75,2,3,1, , , , 
R_eKVzt3IB3BdxRl3,7/25/2015,7/25/2015, , , , , , , ,67,68,3,4,1, ,7,6,7
R_8rlgdwyVdRpsaXj,7/25/2015,7/25/2015, , , , , , , ,37,100,2,1,2, ,8,8,8
R_cHKADxTYxFg3G2F,7/25/2015,7/25/2015, , , , , , , ,39,100,1,1,2, , , , 
R_blrYJkpaTHIQpa5,7/25/2015,7/25/2015, , , , , , , ,52,69,3,1,2, , , , 
R_01eRHonhyfHVw7r,7/25/2015,7/25/2015, , , , , , , ,49,49,1,4,2, ,2,2,2
R_2aVABGj3Oqe0jGZ,7/25/2015,7/25/2015, , , , , , , ,56,48,3,3,2, , , , 
R_d5B3KFG6v3zG68d,7/25/2015,7/25/2015, , , , , , , ,23,59,1,3,2, , , , 
R_0HXxWeKmlzrRbKt,7/25/2015,7/25/2015, , , , , , , ,51,74,3,1,2, ,4,4,4
R_e3yyRdUz4OzdujX,7/25/2015,7/25/2015, , , , , , , ,50,38,3,3,2, ,4,3,5
R_8q9kEoS8mCVG1Ct,7/25/2015,7/25/2015, , , , , , , ,24,93,2,1,1, , , , 
R_6P66AIIG4929auN,7/25/2015,7/25/2015, , , , , , , ,37,71,3,1,1, , , , 
R_esAl4Wpt9IynXfv,7/25/2015,7/25/2015, , , , , , , ,37,32,2,3,2, ,4,4,4
R_2bKKbF3HkQdF5vT,7/25/2015,7/25/2015, , , , , , , ,62,74,3,4,1, ,4,4,3
R_41jB3xAd1s9pEfb,7/25/2015,7/25/2015, , , , , , , ,32,51,2,3,2, ,8,8,8
R_d1mDWF0ah0BUfOJ,7/25/2015,7/25/2015, , , , , , , ,60,52,1,3,2, ,4,2,4
R_3vZpUzs2lwYu3dj,7/25/2015,7/25/2015, , , , , , , ,65,29,3,3,2, ,6,6,6
R_5vFltK4E24dVZm5,7/25/2015,7/25/2015, , , , , , , ,61,100,1,2,2, , , , 
R_29KSoGKsEbgKqIl,7/25/2015,7/25/2015, , , , , , , ,43,22,1,1,1, , , , 
R_4Ge82uLa6tsnj0x,7/25/2015,7/25/2015, , , , , , , ,72,84,2,3,2, ,7,7,7
R_4JcF9iKiCQUnPnL,7/25/2015,7/25/2015, , , , , , , ,23,70,2,1,1, , , , 
R_80qwumnseGKd0rj,7/25/2015,7/25/2015, , , , , , , ,24,53,1,17,1, , , , 
R_0cWoyRHhrH3WCXP,7/25/2015,7/25/2015, , , , , , , ,23,83,2,2,2, , , , 
R_2nUmr02xseVXef3,7/25/2015,7/25/2015, , , , , , , ,32,64,3,2,2, ,4,4,4
R_dnIInQYTLUAtF8F,7/25/2015,7/25/2015, , , , , , , ,23,29,1,4,2, , , , 
R_eS4PLEt5lL8Lt89,7/25/2015,7/25/2015, , , , , , , ,39,78,1,3,2, , , , 
R_cuLDAsEqX3ltNs1,7/25/2015,7/25/2015, , , , , , , ,24,100,1,4,1, , , , 
R_3gxvtyiP8PkOtFz,7/25/2015,7/25/2015, , , , , , , ,45,46,3,3,2, , , , 
R_9QDljxs9dhY1c7r,7/25/2015,7/25/2015, , , , , , , ,60,41,1,3,2, ,3,3,4
R_0MTFOSHhbuyWpxz,7/25/2015,7/25/2015, , , , , , , ,46,56,1,17,2, , , , 
R_4UzDs9MSvpossYt,7/25/2015,7/25/2015, , , , , , , ,59,51,3,4,2, ,7,7,7
R_7U7GWjOJ1NHXKcZ,7/25/2015,7/25/2015, , , , , , , ,28,90,1,3,1, , , , 
R_3PZX3u2iYHvcnUV,7/25/2015,7/25/2015, , , , , , , ,34,50,2,3,2, ,4,4,4
R_4PzinUmzROfqREN,7/25/2015,7/25/2015, , , , , , , ,18,70,3,2,2, , , , 
R_1WWMU1uFr4QyKb3,7/25/2015,7/25/2015, , , , , , , ,40,52,2,3,1, , , , 
R_brsvpK0hxploBY9,7/25/2015,7/25/2015, , , , , , , ,26,73,3,3,2, , , , 
R_0JSFvwPndxJYN01,7/25/2015,7/25/2015, , , , , , , ,58,23,2,4,2, , , , 
R_dhSbSCbhKqQgYRf,7/25/2015,7/25/2015, , , , , , , ,40,6,1,4,2, ,4,5,3
R_4HnqIYwasGdmAwB,7/25/2015,7/25/2015, , , , , , , ,21,10,1,3,2, , , , 
R_6tipYsWDGMqLznf,7/25/2015,7/25/2015, , , , , , , ,54,66,2,1,2, ,8,8,8
R_5BhT6Byl23azQP3,7/25/2015,7/25/2015, , , , , , , ,19,80,1,3,2, , , , 
R_6FKCHFtmIGyO0Jv,7/25/2015,7/25/2015, , , , , , , ,28,48,1,3,2, , , , 
R_1TgCmSFZpgKNYu9,7/25/2015,7/25/2015, , , , , , , ,26,100,2,3,2, , , , 
R_6LujY3NtzzR28S1,7/25/2015,7/25/2015, , , , , , , ,27,51,2,3,2, , , , 
R_d4lL2zavFVbB1FX,7/25/2015,7/25/2015, , , , , , , ,60,49,1,3,2, ,4,2,4
R_eLKYc0Zbpq7SnrL,7/25/2015,7/25/2015, , , , , , , ,19,55,1,3,2, ,2,2,2
R_a324mNPvqaBkkaF,7/25/2015,7/25/2015, , , , , , , ,36,51,1,3,1, , , , 
R_a33iwqgXwOt8mtD,7/25/2015,7/25/2015, , , , , , , ,30,100,1,2,2, , , , 
R_2cpH71z8Jrowtal,7/25/2015,7/25/2015, , , , , , , ,29,52,1,2,2, , , , 
R_9nN8bWsXyuEaNxz,7/25/2015,7/25/2015, , , , , , , ,42,86,1,3,2, ,1,1,3
R_bmaIVhhq7CYDgzj,7/25/2015,7/25/2015, , , , , , , ,23,11,1,2,2, ,2,6,2
R_5dlcghmLkLoLb6d,7/25/2015,7/25/2015, , , , , , , ,43,71,1,4,2, ,1,1,1
R_9KWTBdCsohPQfaZ,7/25/2015,7/25/2015, , , , , , , ,49,0,1,3,2, , , , 
R_7VBfrGQ57UgmC8Z,7/25/2015,7/25/2015, , , , , , , ,28,17,2,3,2, , , , 
R_9X1XEhfCD2sRPJb,7/25/2015,7/25/2015, , , , , , , ,37,73,3,1,1, , , , 
R_6lq0rSDOn60jhzL,7/25/2015,7/25/2015, , , , , , , ,67,73,2,17,1, ,5,4,5
R_0PrFBo6uqP3p4UJ,7/25/2015,7/25/2015, , , , , , , ,50,51,3,3,2, , , , 
R_0NTDkH9siyS8GhL,7/25/2015,7/25/2015, , , , , , , ,44,100,2,4,2, ,2,2,2
R_71ZccnyjgblEM5L,7/25/2015,7/25/2015, , , , , , , ,52,50,1,17,2, ,2,2,3
R_6X8JiEKMrse6Wz3,7/25/2015,7/25/2015, , , , , , , ,25,56,1,3,2, , , , 
R_aayVFGewAITIUIZ,7/25/2015,7/25/2015, , , , , , , ,61,52,3,3,1, ,6,6,7
R_cTmz43d8IkfLBw9,7/25/2015,7/25/2015, , , , , , , ,24,49,2,3,2, , , , 
R_2tzWL0DQEQEQye9,7/25/2015,7/25/2015, , , , , , , ,58,49,1,2,2, , , , 
R_0270HmuZlfkurQx,7/25/2015,7/25/2015, , , , , , , ,25,90,1,2,2, , , , 
R_0BsfHIUmoTXguDr,7/25/2015,7/25/2015, , , , , , , ,30,76,2,3,2, , , , 
R_07EnunJULl1Gb5j,7/25/2015,7/25/2015, , , , , , , ,67,81,2,3,2, , , , 
R_0CyzB7iaar2dLQF,7/25/2015,7/25/2015, , , , , , , ,36,50,1,1,2, ,2,1,1
R_205t73TDXqVIHad,7/25/2015,7/25/2015, , , , , , , ,71,73,3,3,2, ,4,3,5
R_cIKaD2xrz1PFaxD,7/25/2015,7/25/2015, , , , , , , ,19,9,1,1,2, ,3,2,2
R_3mWPmPufPiK4vxr,7/25/2015,7/25/2015, , , , , , , ,66,75,3,3,2, ,4,4,4
R_72GQkawLjiEy2sl,7/25/2015,7/25/2015, , , , , , , ,41,83,2,17,1, ,3,1,5
R_eFYxx25tRyg2gjb,7/25/2015,7/25/2015, , , , , , , ,39,100,1,1,2, , , , 
R_bEGGaL71S9u39zf,7/25/2015,7/25/2015, , , , , , , ,29,51,2,3,2, , , , 
R_4I64utJkNnSRVOZ,7/25/2015,7/25/2015, , , , , , , ,41,30,2,3,2, ,4,4,4
R_0dGginkgX6dD7DL,7/25/2015,7/25/2015, , , , , , , ,29,84,2,3,1, , , , 
