p.num,V8,V9,V10,uid,custom1,data,gc,term,Q39,age,happyt1,partyID,quintile,gender,income,ideology,social.issues,economic.issues
R_doiu85o1V6dLrPn,6/14/2014,6/14/2014,1, ,700450195744e1-6e69-4411-840e-e0912ea5e8f6,2,1, ,1,48,0,2,2,1,3,8,8,8
R_9Bsim3gUtGvEZiR,6/14/2014,6/14/2014,1, ,7004506b219e7c-c49d-4157-a0bd-53b65fdb39b6,2,1, ,1,66,13,2,2,1,3,4,4,4
R_3snt2HshK8Wk1db,6/14/2014,6/14/2014,1, ,700450714d9e87-6581-4d60-8425-ca3b93e696c1,2,1, ,1,56,0,2,1,1,2,4,4,9
R_ePCN0H2FE30d8m9,6/14/2014,6/14/2014,1, ,700450951330d8-3fea-4368-9e98-a1ca34331f75,2,1, ,1,60,75,1,2,2,2,2,2,2
R_4Mcrs1DlHoyT1Hv,6/14/2014,6/14/2014,1, ,700450cc5b17a1-599d-4b36-8ea2-011f458a8ac1,2,1, , , ,30,1,3,2,5,5,5,5
R_cInJUEuGPJRhrEN,6/14/2014,6/14/2014,1, ,700450b349b1b9-e963-4e05-b66c-70e0a6a5f2a5,2,1, ,1,46,10,3,2,2,3,7,6,7
R_1ES0hcwJNSaXOvz,6/14/2014,6/14/2014,1, ,70045027da0922-cf8e-4383-9b74-6c602bfcfb9c,2,1, ,1,25,71,3,4,1,7,6,6,6
R_7W1xALTGuTYIOLb,6/14/2014,6/14/2014,1, ,700450a783ca01-2e8e-4782-91b2-23f8ec1f43ab,2,1, ,1,60,73,1,1,2,1,2,6,1
R_5da40pPxmHvqKbj,6/14/2014,6/14/2014,1, ,700450a414f4fa-c9f2-4673-889c-ca56038ddb2c,2,1, ,1,30,50,3,1,1,1,6,6,6
R_8xnRs1pM3uYFoup,6/14/2014,6/14/2014,1, ,700450d63accb5-5687-467c-b6b6-8fc24ab8f97a,2,1, ,1,54,30,1,5,2,15,2,1,3
R_0JnXSGNY6LdWwS1,6/14/2014,6/14/2014,1, ,700450a04b5d96-f211-4255-90e4-73bd50d110bd,2,1, ,1,47,67,2,2,1,2,6,5,7
R_a3FBWgHydZSjd2t,6/14/2014,6/14/2014,1, ,700450264a2189-fa77-4ae5-9bee-1b780d59b68a,2,1, ,1,57,58,2,1,1,1,4,6,6
R_6mx9kjIelXs9YsB,6/14/2014,6/14/2014,1, ,700450a6ca55da-d286-4865-bbb5-8aa9ccf841ff,2,1, ,1,61,52,1,2,1,2,4,4,4
R_77dBdFiPxf2CsZL,6/14/2014,6/14/2014,1, ,7004500118306c-4159-42a6-9c4d-33f2c77d06f1,2,1, ,1,47,49,1,1,2,1,3,9,3
R_6Gze4X9wCe287mB,6/14/2014,6/14/2014,1, ,7004502625f5d4-b81f-4406-a7f5-04131bf75102,2,1, ,1,64,33,1,1,2,2,6,6,6
R_4UFv4xpl8MOxSAd,6/14/2014,6/14/2014,1, ,700450dc1e5748-931c-4f5a-88c5-bdfd89e9f668,2,1, ,1,34,62,2,2,2,12,2,3,2
R_bskEjjiZV5BwXZj,6/14/2014,6/14/2014,1, ,700450678c9e6c-0e3f-4b22-b408-a264be8d21a5,2,1, ,1,58,12,1,1,2,1,1,1,1
R_bqmc0gOFDaO7xfD,6/14/2014,6/14/2014,1, ,7004508b62e781-b913-427f-a085-4d4fb1a00a24,2,1, ,1,24,72,2,2,2,3,4,4,5
R_0x45fbE1qbEiiP3,6/14/2014,6/14/2014,1, ,70045091424c7c-94c1-47f1-80cc-48be3c70e714,2,1, ,1,55,30,1,1,1,1,2,2,2
R_9YX1lecW7qsxpzv,6/14/2014,6/14/2014,1, ,70045080c6a4da-e3b7-4a1d-9433-8f98d43ec546,2,1, ,1,20,31,2,1,1,1,8,8,8
R_eysVTkCHVGmkmj3,6/14/2014,6/14/2014,1, ,700450a920c8b0-9e8d-4c83-9c6a-5e2c66b94b2c,2,1, ,1,27,25,1,1,2,1,4,3,4
R_bm7DyOJW8BtAIa9,6/14/2014,6/14/2014,1, ,70045094d6c57c-d46f-4b90-a1f4-8a6aa5993fed,2,1, ,1,52,29,1,2,1,3,6,6,6
R_82FFbBaQLTaPTPn,6/14/2014,6/14/2014,1, ,700450d9183a70-0604-4c89-b8e8-05ee5c410a02,2,1, ,1,60,31,3,3,1,1,6,6,7
R_ahOEI0BocBtls57,6/14/2014,6/14/2014,1, ,700450a71841e8-fabf-42dc-b6bb-a7fd529ca862,2,1, ,1,38,52,1,4,2,9,2,3,3
R_bKkjwVoMrozLbiR,6/14/2014,6/14/2014,1, ,700450f43aa4b6-9022-4241-bb26-74949cbccea8,2,1, ,1,50,58,1,2,2,2,3,3,3
R_a43nXSRbi06D0Bn,6/14/2014,6/14/2014,1, ,7004508432ea38-bdd6-4b6b-8775-cdd8d526bd3f,2,1, ,1,64,84,2,1,1,1,4,4,4
R_0HYkkpEVAHH7oy1,6/14/2014,6/14/2014,1, ,700450462f5c65-70e8-41f8-ab51-e4141a255096,2,1, ,1,61,9,1,1,1,1,4,4,4
R_9EnHtf8sKpxICTX,6/14/2014,6/14/2014,1, ,7004508ea12e7a-23be-45dc-910a-d5409c496613,2,1, ,1,46,31,2,3,2,5,2,2,2
R_5z3Z9LndhhivyAJ,6/14/2014,6/14/2014,1, ,700450505ee52d-8d02-4477-9c64-9a911c80496f,2,1, ,1,19,29,1,3,1,5,2,2,2
R_a4QMOmDPKwmRIjP,6/14/2014,6/14/2014,1, ,7004506e3033cc-1f34-4985-8645-a45debb44ba2,2,1, ,1,27,77,1,2,1,3,8,8,8
R_6YjUNXeT3ddZNwF,6/14/2014,6/14/2014,1, ,700450a6c091b2-ba31-4d77-8112-67ee42ba17bd,2,1, ,1,55,54,2,4,2,7,1,1,2
R_6KWycV3HzGVx7LL,6/16/2014,6/16/2014,1, ,700450047d9b0f-8f3f-4746-8a96-068dd9007604,2,1, ,1,35,14,3,4,2,14,2,5,3
R_0CKDswp3Gk1Vh4N,6/16/2014,6/16/2014,1, ,700450d63e87f0-41c3-45f8-9ae8-f1e13d503ed6,2,1, ,1,32,40,3,5,2,12,4,4,4
R_71ELTsAoc3d0gTP,6/16/2014,6/16/2014,1, ,70045090507b44-1426-432e-b07a-a740d17669fd,2,1, ,1,21,82,3,5,1,11,4,4,4
R_blOQly0eGC2vwnX,6/16/2014,6/16/2014,1, ,700450ee7753bf-4abb-450d-96be-6c757e27ee73,2,1, ,1,28,96,3,5,2,15,2,2,2
R_6EAfKTF0XTwyHUF,6/16/2014,6/16/2014,1, ,70045035c2a971-c080-4a2f-becf-44fc14055552,2,1, ,1,26,75,3,5,2,12,7,3,6
R_57QqrfvkuSvDVAx,6/17/2014,6/17/2014,1, ,70045016e18376-71d2-4c1c-818a-adedb0a36028,2,2,duration_Less300,1,27,88,3,5,1,11,5,5,3
R_eaJHq2XgQhUZCxD,6/14/2014,6/14/2014,1, ,70045098429abe-24e9-446b-9b2d-bf1c1d3898f3,2,1, , , ,47,1,1,2,2,2,3,1
R_5j5gSUoHrPIAENT,6/14/2014,6/14/2014,1, ,700450f495cbdd-1367-4261-ac23-7ab09ec14b37,2,1, ,1,44,62,1,2,2,2,1,1,2
R_ekxfTWRLCuknmW9,6/14/2014,6/14/2014,1, ,70045052c2107e-2bb3-42ed-8e94-62cc3e156cf5,2,1, ,1,35,59,2,3,1,6,4,4,4
R_9sKbHeS9UGYLou9,6/14/2014,6/14/2014,1, ,7004507228759b-286a-49be-b0bf-98f1ec81fdfb,2,1, ,1,78,71,3,4,2,10,7,6,7
R_8APF3qnSw5hnEMZ,6/14/2014,6/14/2014,1, ,7004505a6191e4-8b41-4d38-b968-c35607e24beb,2,1, ,1,42,56,2,1,2,1,10,4,4
R_5begKe2zlu9a2ZD,6/14/2014,6/14/2014,1, ,700450101f0b8c-0c3e-4101-94de-bc7aa908438d,2,1, ,1,61,51,3,1,2,1,7,7,7
R_4HMbIiO92QvOmkB,6/14/2014,6/14/2014,1, ,70045016626b8e-8daa-41d8-b588-949a08a352af,2,1, ,1,59,51,2,4,1,10,4,4,4
R_3fT0gv6QKUey17L,6/14/2014,6/14/2014,1, ,7004504c2498cc-c7e4-4d68-b5c7-ff6bb5289555,2,1, ,1,47,14,3,5,1,11,7,7,7
R_3L66RrF6cVyNCtv,6/14/2014,6/14/2014,1, ,700450ee65dd31-afa3-4a58-9db2-0ed856f0f884,2,1, ,1,44,72,1,3,2,5,1,1,2
R_cUaotNOR30erR8F,6/14/2014,6/14/2014,1, ,70045026ab9d9d-9edd-40f2-b9a6-51bdde6211f8,2,1, ,1,24,55,1,4,2,7,4,4,4
R_eD4bIXfV3N05gsR,6/14/2014,6/14/2014,1, ,7004508896d8c1-c076-45b9-943c-258641c13ce2,2,1, ,1,37,50,2,5,2,12,10,8,9
R_0vVMoKpLGpqGpaR,6/14/2014,6/14/2014,1, ,700450290dfc83-8d08-4ed1-a547-e815ccad45e2,2,1, ,1,32,45,2,4,1,8,4,4,4
R_2lgBtse3E1Hn0MZ,6/14/2014,6/14/2014,1, ,700450de494ad4-9d34-4b0a-8fa2-e70666bfe718,2,1, ,1,50,84,2,1,2,1,4,4,4
R_8C7qVS8DRHhxpqt,6/14/2014,6/14/2014,1, ,700450c3b216ff-af11-400c-bf90-867db2cc0441,2,1, ,1,66,50,3,4,2,7,4,2,2
R_aV5CQd6tJJ2Noxv,6/14/2014,6/14/2014,1, ,700450f95f0d6d-b1c8-4549-bd0c-ca5471ff3e99,2,1, ,1,55,54,3,3,2,5,6,6,6
R_bdRVZNPhqHC38hf,6/14/2014,6/14/2014,1, ,70045041d1ac66-dfe1-4987-b7a3-aaa90b1ac5c9,2,1, ,1,46,74,1,1,1,1,4,4,5
R_6gIfYDL54Zhh86V,6/14/2014,6/14/2014,1, ,7004505289a6f2-0a5f-47e6-92c9-da3239ca3f06,2,1, ,1,58,55,2,2,2,3,4,4,4
R_eRQgZQhQJYpH98F,6/14/2014,6/14/2014,1, ,700450b13c8031-c58d-4de1-af1b-385338ca4841,2,1, ,1,34,1,1,2,2,3,8,8,8
R_cYJhH7P6YUYDt0V,6/14/2014,6/14/2014,1, ,700450378dc7a3-22dc-4089-80ce-c3ceb3e20fba,2,1, ,1,34,50,1,1,2,1,1,1,1
R_6xtG99970tPkIp7,6/14/2014,6/14/2014,1, ,700450a10afd3c-fe27-4292-ac09-5fa70694fd9a,2,1, ,1,53,61,1,1,2,1,2,1,9
R_ewwmAX17B3zieJn,6/14/2014,6/14/2014,1, ,70045085c0c443-dd56-4afd-b722-9664eec7d31b,2,1, ,1,54,88,2,3,2,5,7,7,7
R_5pVwvm5hmyM766x,6/14/2014,6/14/2014,1, ,7004505bb19771-4424-4195-8884-3197e4eda668,2,1, ,1,41,18,1,3,1,4,4,4,6
R_0qgfdXOxxzQIpiR,6/14/2014,6/14/2014,1, ,700450f70ae83c-eea4-47ed-9346-90bf56fe7226,2,1, ,1,69,31,1,1,1,1,6,7,5
R_82K3rmihAmxHke9,6/14/2014,6/14/2014,1, ,700450c48b1211-bc53-45d9-b9f3-882237716eb7,2,1, ,1,64,62,1,4,2,6,10,9,9
R_cMzrl5WuflmoSeV,6/14/2014,6/14/2014,1, ,70045025fda683-ec44-49e4-acfe-1b05c2aad61f,2,1, ,1,69,49,3,1,2,1,7,7,7
R_8jFxWxP1lecPebH,6/14/2014,6/14/2014,1, ,700450aa94102c-69be-46d2-80e5-f74f7707b245,2,1, ,1,23,49,2,3,1,5,3,3,3
R_267rBpjpunznIkl,6/14/2014,6/14/2014,1, ,7004503b7b0bee-b6ea-4115-8c60-27578334112b,2,1, ,1,59,52,3,3,1,5,5,5,5
R_b33edi3VmbS2fxb,6/14/2014,6/14/2014,1, ,7004501d233663-a373-4e4a-acac-a04096ac779c,2,1, ,1,57,49,1,3,2,6,3,2,5
R_e4zROzKN1SnheFD,6/14/2014,6/14/2014,1, ,7004507487a462-a9f1-4386-869f-e7a865a8ef79,2,1, ,1,28,84,3,3,2,5,5,6,5
R_aWTyAiP9TxTyExn,6/14/2014,6/14/2014,1, ,70045093476c9e-b9d1-4f4b-a710-873a70c65e20,2,1, ,1,51,73,1,3,1,6,3,3,3
R_1HWuWLcankmaZ81,6/14/2014,6/14/2014,1, ,700450398a3141-1611-43fb-b7e0-b1f74ebc26d6,2,1, ,1,61,49,1,3,2,5,2,2,4
R_41smAu1Vd7JnmAJ,6/14/2014,6/14/2014,1, ,700450d177457c-2540-468d-8cd4-973c57226d22,2,1, ,1,60,31,2,3,1,6,4,4,5
R_6oiEsqKEutpQIbb,6/14/2014,6/14/2014,1, ,700450035546ae-e74e-4393-9b5e-7f99a813ef7f,2,1, ,1,44,51,2,3,1,5,4,4,6
R_0rfq8joowukRCUR,6/14/2014,6/14/2014,1, ,7004506f326481-dc3b-4caf-a6b8-663a0f517e45,2,1, ,1,51,52,2,1,2,1,4,4,4
R_8AKZvVQiXwAaCsB,6/14/2014,6/14/2014,1, ,7004500bf52069-7efe-4370-a7ec-5fb37304c9f6,2,1, ,1,54,51,1,4,2,8,3,1,4
R_0euMpoKkphltiL3,6/14/2014,6/14/2014,1, ,70045049ba959e-7b9c-4885-8c39-c8b3b2314acc,2,1, ,1,37,41,2,3,1,5,5,4,9
R_8exmQpWBpKJYtIF,6/14/2014,6/14/2014,1, ,700450634b5a7f-42b3-485f-82ba-c01fe1b44b83,2,1, ,1,60,54,2,4,2,10,7,7,7
R_6uvbiP9ztpUH69D,6/14/2014,6/14/2014,1, ,70045072da25c6-37c9-480d-a9e2-1bc0a7e4286a,2,1, ,1,33,64,1,3,1,6,6,5,6
R_bmBb9EhTbNwmBxP,6/14/2014,6/14/2014,1, ,7004501fdcbadc-1714-4243-8997-b111f63b116f,2,1, ,1,54,61,3,1,1,1,6,6,6
R_1Bv02DXot81Q4Lj,6/14/2014,6/14/2014,1, ,700450bfba75f7-9092-4dbc-9419-c36447f2579b,2,1, ,1,61,72,3,3,2,4,5,4,5
R_0f9JTJsq61mKtTv,6/14/2014,6/14/2014,1, ,70045073879ffb-04bb-47a9-b13a-94fefe67ba47,2,1, ,1,48,85,1,1,2,1,2,3,2
R_bPcX30jityoI0NT,6/14/2014,6/14/2014,1, ,7004506cb06de5-8f94-461e-8ff3-fdf55cdca628,2,1, ,1,62,41,1,3,1,6,2,2,2
R_aVSwhnkoctS9rhP,6/14/2014,6/14/2014,1, ,70045033f3350d-699e-4e26-b7e4-65937fc746bb,2,1, ,1,43,8,1,2,2,3,2,2,2
R_cD4VSOvuqG87Ww5,6/14/2014,6/14/2014,1, ,7004509c6bf316-f3c3-42fa-840f-cde3e900d9b5,2,1, ,1,77,4,3,3,2,5,7,7,6
R_cSlUu13kHn384GF,6/14/2014,6/14/2014,1, ,700450883ef164-4404-4a9d-84d2-d5c13377ed91,2,1, ,1,53,67,1,1,1,2,2,6,3
R_aVI3vB4MMhN5vF3,6/14/2014,6/14/2014,1, ,7004503ea19a81-be48-44ca-8456-eba27e7baa3f,2,1, ,1,46,53,2,3,2,7,1,2,2
R_a3NaTmgv6UvxVGZ,6/14/2014,6/14/2014,1, ,7004507681439d-ad9e-4d80-bf4d-abb0413e78d0,2,1, ,1,24,59,1,4,2,7,2,2,3
R_02pG7VkMht2ZyIJ,6/14/2014,6/14/2014,1, ,700450ed8cf6a3-0b59-46dc-939a-d61ac2872128,2,1, ,1,46,65,2,2,1,2,6,4,5
R_d1kb2CSFpqatOdf,6/14/2014,6/14/2014,1, ,700450a6348cdf-7e8b-457b-9e95-fa472cb2b1a2,2,1, ,1,68,50,3,1,2,2,4,4,4
R_bqp7AX7qV28haW9,6/14/2014,6/14/2014,1, ,700450560f24a0-929c-476f-8ac9-0fab2f1121de,2,1, ,1,53,89,1,1,2,1,2,2,2
R_eaoOtoePJh0rOjb,6/14/2014,6/14/2014,1, ,7004506bcb49d1-2db8-45b3-bef8-02b9416ffa4e,2,1, ,1,63,52,2,1,1,1,6,6,6
R_bmjTe3o3jPkwLOZ,6/14/2014,6/14/2014,1, ,700450b4e55820-9854-4d37-89c8-d47ff1b1bc15,2,1, ,1,56,9,2,1,1,1,10,9,9
R_0Um22PzMPmzWXVr,6/14/2014,6/14/2014,1, ,700450b043551f-4f0e-4a61-9550-9c4e5fbb3bfc,2,1, ,1,23,58,2,1,2,1,3,3,4
R_2ir2zaCVmbPKPoV,6/14/2014,6/14/2014,1, ,700450555cef9d-556b-4a1d-9973-71d65f5dcc2b,2,1, ,1,52,49,2,2,1,2,4,9,4
R_eEha2WTxGMTD63H,6/14/2014,6/14/2014,1, ,7004502fd64c1f-31b8-48b9-9ee3-4fa2135b3b15,2,1, ,1,54,72,1,1,1,1,6,5,6
R_4Og4KHn8i0gmDfD,6/14/2014,6/14/2014,1, ,7004501fb895d9-b7dc-4f83-87f9-2f960eededf1,2,1, ,1,37,22,2,1,1,1,5,5,7
R_cucizKzViEJviW9,6/14/2014,6/14/2014,1, ,700450acf84435-85d6-4e4b-ac2b-c971a447bd86,2,1, ,1,70,75,1,3,1,6,6,5,5
R_cIPZv5vaIxPQFSd,6/14/2014,6/14/2014,1, ,7004502e163630-1cfd-42d6-a276-77e54684bf09,2,1, ,1,41,71,1,2,2,3,8,4,4
R_8CYpItEoC4oJAax,6/14/2014,6/14/2014,1, ,7004504d6a00c1-4638-4f32-8aeb-9eb1a63cbffc,2,1, ,1,27,53,3,2,1,2,4,4,4
R_6VTb3JJv6PStzeJ,6/14/2014,6/14/2014,1, ,700450739f72b4-4075-4378-8fe6-7baf9d92a1a8,2,1, ,1,50,71,1,1,2,1,4,4,3
R_6sexnGOosDHMC5n,6/14/2014,6/14/2014,1, ,700450ba409675-c574-4a79-bfd3-02920f6fcfe0,2,1, ,1,53,51,1,3,1,5,2,2,4
R_1ObUhfshePRtd89,6/14/2014,6/14/2014,1, ,7004500102be0f-d12a-4fc0-a3e2-326e555413a0,2,1, ,1,61,76,1,5,1,14,1,1,4
R_eG8kgQ4Z2XBDepT,6/14/2014,6/14/2014,1, ,70045054f3be61-74eb-4562-930c-3ad2dcaf1489,2,1, ,1,67,66,3,4,1,10,6,7,7
R_7QIqHprAD9753lH,6/14/2014,6/14/2014,1, ,7004505d5df3e2-7f36-42de-aaa3-fbb77c1e882d,2,1, ,1,59,50,2,1,1,1,4,4,4
R_9TSmQfVXwj9etiB,6/14/2014,6/14/2014,1, ,7004504592ef14-b8d4-4bdb-9df5-99f7aea0a134,2,1, ,1,58,1,3,3,2,5,7,7,7
R_25XaoEKsfmUIwDz,6/14/2014,6/14/2014,1, ,70045074444390-49b7-44db-9d21-034d85fc5ab4,2,1, ,1,57,50,2,3,1,6,5,3,6
R_exm6iXOyI5IloXj,6/14/2014,6/14/2014,1, ,70045054e4b9a7-92fa-45a6-829a-3216588bbbb7,2,1, ,1,27,88,2,3,2,4,4,4,3
R_3m8A25Dmdh7gifX,6/14/2014,6/14/2014,1, ,70045091838e75-aa83-479a-a221-181ee3efd546,2,1, ,1,64,76,3,2,2,3,7,7,7
R_4ViTckollFYGQGF,6/14/2014,6/14/2014,1, ,700450a50f1584-4045-447e-a24e-6af543be16dc,2,1, ,1,35,50,1,1,2,1,4,5,6
R_3WoWSe3J3cZR0yh,6/14/2014,6/14/2014,1, ,70045071d3b2e8-8037-4824-99e8-558151932886,2,1, ,1,60,81,1,1,2,2,4,4,4
R_29o2XqoDosTqaLb,6/14/2014,6/14/2014,1, ,700450a23f2ad8-7892-49b2-b761-38f59a2337ac,2,1, ,1,62,52,2,3,2,5,6,6,6
R_0pN8zjGVtYHqP1b,6/14/2014,6/14/2014,1, ,7004505d3266df-36ec-4759-b70f-87c778fe4bfb,2,1, ,1,31,33,1,4,2,7,4,4,4
R_bmD4aVD7w873oZT,6/14/2014,6/14/2014,1, ,70045062b30da7-14ad-45d2-937e-d23e027374d2,2,1, ,1,55,81,2,1,2,1,8,8,8
R_cxdSbLRUWpFYQCx,6/14/2014,6/14/2014,1, ,700450bda48fbe-c658-46e4-a1d0-88f03ebc4520,2,1, ,1,64,39,2,3,1,6,4,4,3
R_9NoWLKgIz0XONr7,6/14/2014,6/14/2014,1, ,7004503278b869-710b-48c0-8ebb-6b425563a808,2,1, ,1,43,53,2,4,2,7,6,6,6
R_3QK0zoVjqCDSyI5,6/14/2014,6/14/2014,1, ,7004500ec00a55-b059-491a-bb3b-6d6c6b922af7,2,1, ,1,39,50,2,3,1,4,4,4,4
R_bpvoAotDNfeAOZ7,6/14/2014,6/14/2014,1, ,7004502260d7c3-44a9-486a-8be0-5cf2c48f5e89,2,1, ,1,57,6,2,3,2,5,2,2,4
R_2bNIA5HCCqmD6UB,6/14/2014,6/14/2014,1, ,700450661d2123-0ce0-43af-977e-8b182aa03d86,2,1, ,1,33,71,1,3,1,6,4,4,4
R_8HXfXZnUdz9Url3,6/14/2014,6/14/2014,1, ,700450fe8563b3-d6d2-4508-8ca4-719757c09b00,2,1, ,1,61,30,1,2,2,2,4,4,4
R_bD9MiZWTyjMipIp,6/14/2014,6/14/2014,1, ,700450d00e0211-fa8c-405b-a8c2-434af8d41fda,2,1, ,1,20,14,2,2,2,3,4,4,4
R_6hs47YmTnSvmJjD,6/14/2014,6/14/2014,1, ,700450cfb0dd9e-3897-4201-afaf-b86ae1c4c3ab,2,1, ,1,66,76,1,5,1,13,2,2,2
R_bBZv3ACbMxq3nRr,6/14/2014,6/14/2014,1, ,700450b79c5551-01c3-4d71-baaf-b35a3a106de5,2,1, ,1,62,53,3,1,2,1,6,6,5
R_8koh3lNaIcaMJsp,6/14/2014,6/14/2014,1, ,70045056b7e87b-1cdb-4c5c-bc36-44da407109a7,2,1, ,1,55,54,1,4,1,8,3,2,4
R_5cFtgsWIHCbIeDX,6/14/2014,6/14/2014,1, ,700450226e6e38-ad26-4782-bedf-62cc2adf4676,2,1, ,1,51,74,2,2,2,3,4,4,4
R_2rfrXBqcg3OP3gx,6/14/2014,6/14/2014,1, ,700450055609ca-a544-4180-800e-86903a8e92f2,2,1, ,1,30,62,2,4,1,7,5,5,5
R_a3FC2t3TODuxXq5,6/14/2014,6/14/2014,1, ,700450c3d01efb-cc37-4748-a862-69424a4a6f20,2,1, ,1,41,30,3,2,2,3,4,4,4
R_0qzkVCLT8SeRT9P,6/14/2014,6/14/2014,1, ,70045001a7e073-08bb-4b0d-bca0-18d2bdf4eaa0,2,1, ,1,51,92,1,3,2,4,3,3,3
R_0pPNm6Iis7v1gc5,6/14/2014,6/14/2014,1, ,7004501609cf92-6dcd-4280-b051-df67d668673f,2,1, ,1,81,50,1,2,2,2,2,2,2
R_b2ukKk4I76KK4Id,6/14/2014,6/14/2014,1, ,7004503e63ae31-6b1d-4853-ae6c-217faa424cb9,2,1, ,1,58,49,2,1,2,1,1,1,1
R_7adOi2acHbclS7P,6/14/2014,6/14/2014,1, ,700450b5904025-831c-4587-ab11-9120d6bdb765,2,1, ,1,59,42,1,1,2,1,1,1,1
R_9BwKQmNe8me2A2p,6/14/2014,6/14/2014,1, ,7004506208c340-ea39-4cff-97a5-19969fc68802,2,1, ,1,20,72,2,5,2,15,4,2,6
R_cZ90NOIY4yB22xL,6/14/2014,6/14/2014,1, ,700450daa64389-82a4-4135-ad72-25af5bcde32f,2,1, ,1,46,50,2,4,2,6,8,8,8
R_5iDyJTlVFuqQpAp,6/14/2014,6/14/2014,1, ,7004502fe29905-77db-42b0-bfff-149f9a984b79,2,1, ,1,54,50,1,4,2,6,1,2,3
R_8tQ6Pl6kGYuANMh,6/14/2014,6/14/2014,1, ,7004505a4c5dc2-1e78-4e60-acff-92c803d2b4d2,2,1, ,1,54,73,3,5,2,15,5,5,6
R_4Mi1IhU8IiCmRZH,6/14/2014,6/14/2014,1, ,7004505fee9836-7995-445d-8646-88ce40acb415,2,1, ,1,49,52,1,2,2,3,4,2,2
R_5574w1ecFrt7Dxz,6/14/2014,6/14/2014,1, ,70045068235947-5ce2-47a2-8293-c6704c04398d,2,1, ,1,51,50,1,1,2,1,6,2,2
R_2mlWFIm6Vj7VjdX,6/14/2014,6/14/2014,1, ,700450557ebca9-b4d8-4037-a744-3f877887b836,2,1, ,1,42,10,2,1,2,1,8,8,8
R_6GuQTgm7ejG9Afb,6/14/2014,6/14/2014,1, ,7004504e3ff045-f52d-40bb-ad6f-d33e1c7a326d,2,1, ,1,68,73,3,3,2,5,6,6,6
R_0qSgIsvfAZj7b4V,6/14/2014,6/14/2014,1, ,70045000908b38-8db9-4f56-b880-3c25a1f7ee79,2,1, ,1,50,48,1,4,2,6,1,1,1
R_3pHDjwf86aq2gFT,6/14/2014,6/14/2014,1, ,70045043b01bfb-8546-4eda-984e-f6ef3414b371,2,1, ,1,42,50,2,1,2,16,7,7,7
R_bszQAuFDi2oMVLL,6/14/2014,6/14/2014,1, ,7004502eccabbb-2714-469a-808d-81730ee3d253,2,1, ,1,42,54,1,2,2,2,2,2,2
R_eVvj0450xwnMnYx,6/14/2014,6/14/2014,1, ,700450d54a4584-a5b8-4a2a-a48e-f1e15cb3acc6,2,1, ,1,41,60,1,1,2,1,4,5,4
R_abjXZRWbCgyAps9,6/14/2014,6/14/2014,1, ,700450a84d4321-6291-4eee-ab50-68013877b1ab,2,1, ,1,42,66,3,2,1,2,7,7,7
R_bvjPGcg0i8Zvivj,6/14/2014,6/14/2014,1, ,70045062ace59f-8427-4718-ab42-4f1fa20ddf14,2,1, ,1,51,63,1,2,2,3,5,8,8
R_5uaQT63PK2coCEJ,6/14/2014,6/14/2014,1, ,700450d36d5fe2-3fed-4402-9d57-2cf3d1e6408a,2,1, ,1,33,81,1,5,1,10,3,3,3
R_2nTjT9Mi4EH7lCR,6/14/2014,6/14/2014,1, ,70045055eace71-e275-4d41-8510-cfa0fd94cb27,2,1, ,1,54,62,3,2,2,4,5,5,5
R_8CY0DmwuBnUpIe9,6/14/2014,6/14/2014,1, ,70045024da682a-ce8e-416d-8206-87765242955a,2,1, ,1,66,74,3,5,1,11,4,4,4
R_80NWfLwTgGrU4gl,6/14/2014,6/14/2014,1, ,7004505b048733-031b-4113-940f-dedfe950801e,2,1, ,1,26,72,1,3,2,5,4,4,2
R_9tdgFuOuZbkc39X,6/14/2014,6/14/2014,1, ,7004507f7a701a-22d7-446a-a212-5f350074d25a,2,1, ,1,58,53,1,1,2,1,5,5,5
R_3aDEIBSDU3zNvF3,6/14/2014,6/14/2014,1, ,70045067d27db2-b8d7-4a97-a863-079acfeb835e,2,1, ,1,69,52,3,2,1,2,4,4,4
R_daSyK8YxchZ7Qe9,6/14/2014,6/14/2014,1, ,7004502c19aa6e-cf10-48e9-bbbc-b8b2c595a329,2,1, ,1,35,32,2,4,1,6,5,5,6
R_6zoqIjjeotp5vc9,6/14/2014,6/14/2014,1, ,700450a7e81037-781d-4c30-9519-bcbd8bf27968,2,1, ,1,56,72,2,2,1,2,2,2,2
R_4HDtZeDXNwTHwMZ,6/14/2014,6/14/2014,1, ,700450f2021523-210d-4f7e-ad87-6ab90e331213,2,1, ,1,54,13,3,3,2,6,6,6,6
R_034KLB1SqSIU8yp,6/14/2014,6/14/2014,1, ,700450c5bdfecd-c451-4374-8677-7d2ec76df08a,2,1, ,1,52,71,1,3,2,4,4,4,4
R_0cWr4ZjaD1My4LP,6/14/2014,6/14/2014,1, ,7004505712cd8e-fe9e-436f-b605-df6cd5aa3ebd,2,1, ,1,60,69,1,4,1,6,4,5,6
R_3sHSbNGK0ZMvUwJ,6/14/2014,6/14/2014,1, ,700450cc191608-ac73-4b80-8cc6-063d344315c1,2,1, ,1,58,50,3,1,2,1,6,4,6
R_1UeZgLYrsqzOfl3,6/14/2014,6/14/2014,1, ,70045073d39291-5ecb-483b-8c43-81cb01bfedc7,2,1, ,1,65,24,2,3,1,4,5,5,5
