Country.Code	Country	inc.elast	Country.ineq.intol	GDP_Percap	Gini_Latest	tol.ineq	social.class	SEX	AGE	EDUCYRS	Act.CEO.Unskill
840	US	.47	3.76	54629.49517	45	2	2	1	21	12	9
752	SE	.27	3.93	45143.52332	23	2	2	1	21	12	2.77777777777778
724	ES	.4	4.19	33763.39366	34	2	2	1	21	12	20
152	CL	.52	4.19	22333.1064	52.1	2	2	1	21	12	64
710	ZA	.71	4.35	13046.20783	63.1	1	2	1	21	12	23.3333333333333
840	US	.47	3.76	54629.49517	45	1	2	1	21	12	40
380	IT	.5	4.59	34757.84066	31.9	1	2	1	21	12	10
724	ES	.4	4.19	33763.39366	34	1	2	1	21	12	 
208	DK	.15	3.6	44862.50398	24.8	1	2	1	21	12	2.10526315789474
152	CL	.52	4.19	22333.1064	52.1	1	2	1	21	12	66.6666666666667
710	ZA	.71	4.35	13046.20783	63.1	3	3	1	21	12	36.5
752	SE	.27	3.93	45143.52332	23	2	3	1	21	12	10.7142857142857
578	NO	.17	3.52	64893.05564	25	2	3	1	21	12	8.33333333333333
152	CL	.52	4.19	22333.1064	52.1	2	3	1	21	12	16.6666666666667
724	ES	.4	4.19	33763.39366	34	1	3	1	21	12	2
152	CL	.52	4.19	22333.1064	52.1	1	3	1	21	12	10.7142857142857
32	AR	.47	4.25	18600	45.8	5	4	1	21	12	2.4
710	ZA	.71	4.35	13046.20783	63.1	2	4	1	21	12	66.6666666666667
840	US	.47	3.76	54629.49517	45	2	4	1	21	12	3.2
196	CY	.34	3.73	30873.18428	32.4	2	4	1	21	12	6.25
32	AR	.47	4.25	18600	45.8	2	4	1	21	12	 
32	AR	.47	4.25	18600	45.8	2	4	1	21	12	 
32	AR	.47	4.25	18600	45.8	2	4	1	21	12	 
276	DE-W	.32	4.37	45615.81119	27	1	4	1	21	12	17.8571428571429
196	CY	.34	3.73	30873.18428	32.4	1	4	1	21	12	3.75
196	CY	.34	3.73	30873.18428	32.4	1	4	1	21	12	7.05882352941176
196	CY	.34	3.73	30873.18428	32.4	1	4	1	21	12	8
710	ZA	.71	4.35	13046.20783	63.1	1	5	1	21	12	33.3333333333333
32	AR	.47	4.25	18600	45.8	1	5	1	21	12	 
710	ZA	.71	4.35	13046.20783	63.1	2	1	2	20	12	32
152	CL	.52	4.19	22333.1064	52.1	1	1	2	20	12	18.8679245283019
710	ZA	.71	4.35	13046.20783	63.1	2	2	2	20	12	26.6666666666667
710	ZA	.71	4.35	13046.20783	63.1	2	2	2	20	12	20
710	ZA	.71	4.35	13046.20783	63.1	2	2	2	20	12	20
710	ZA	.71	4.35	13046.20783	63.1	2	2	2	20	12	200
578	NO	.17	3.52	64893.05564	25	2	2	2	20	12	 
578	NO	.17	3.52	64893.05564	25	2	2	2	20	12	 
246	FI	.18	3.88	39754.48524	26.8	2	2	2	20	12	6
724	ES	.4	4.19	33763.39366	34	2	2	2	20	12	10
710	ZA	.71	4.35	13046.20783	63.1	1	2	2	20	12	10
710	ZA	.71	4.35	13046.20783	63.1	1	2	2	20	12	6.66666666666667
710	ZA	.71	4.35	13046.20783	63.1	1	2	2	20	12	3.57142857142857
710	ZA	.71	4.35	13046.20783	63.1	1	2	2	20	12	16.6666666666667
752	SE	.27	3.93	45143.52332	23	1	2	2	20	12	2.22222222222222
246	FI	.18	3.88	39754.48524	26.8	1	2	2	20	12	4.28571428571429
152	CL	.52	4.19	22333.1064	52.1	1	2	2	20	12	20.8333333333333
36	AU	.26	3.91	43901.55485	30.3	1	2	2	20	12	3.125
196	CY	.34	3.73	30873.18428	32.4	3	3	2	20	12	4.54545454545455
710	ZA	.71	4.35	13046.20783	63.1	2	3	2	20	12	12.5
152	CL	.52	4.19	22333.1064	52.1	2	3	2	20	12	30
32	AR	.47	4.25	18600	45.8	2	3	2	20	12	1
710	ZA	.71	4.35	13046.20783	63.1	1	3	2	20	12	15
710	ZA	.71	4.35	13046.20783	63.1	1	3	2	20	12	33.3333333333333
826	GB-GBN	.5	3.97	39136.77424	32.3	1	3	2	20	12	2.5
152	CL	.52	4.19	22333.1064	52.1	1	3	2	20	12	6.25
752	SE	.27	3.93	45143.52332	23	3	4	2	20	12	2.8
710	ZA	.71	4.35	13046.20783	63.1	2	4	2	20	12	 
752	SE	.27	3.93	45143.52332	23	2	4	2	20	12	8
380	IT	.5	4.59	34757.84066	31.9	2	4	2	20	12	 
196	CY	.34	3.73	30873.18428	32.4	2	4	2	20	12	5
152	CL	.52	4.19	22333.1064	52.1	2	4	2	20	12	20
152	CL	.52	4.19	22333.1064	52.1	2	4	2	20	12	31.25
710	ZA	.71	4.35	13046.20783	63.1	1	4	2	20	12	12.5
840	US	.47	3.76	54629.49517	45	1	4	2	20	12	30
208	DK	.15	3.6	44862.50398	24.8	1	4	2	20	12	 
276	DE-W	.32	4.37	45615.81119	27	1	4	2	20	12	5
152	CL	.52	4.19	22333.1064	52.1	1	4	2	20	12	15
152	CL	.52	4.19	22333.1064	52.1	2	1	1	20	12	120
752	SE	.27	3.93	45143.52332	23	3	2	1	20	12	2
752	SE	.27	3.93	45143.52332	23	3	2	1	20	12	5
710	ZA	.71	4.35	13046.20783	63.1	2	2	1	20	12	20
710	ZA	.71	4.35	13046.20783	63.1	2	2	1	20	12	26.6666666666667
752	SE	.27	3.93	45143.52332	23	2	2	1	20	12	2.1875
710	ZA	.71	4.35	13046.20783	63.1	1	2	1	20	12	3.33333333333333
710	ZA	.71	4.35	13046.20783	63.1	1	2	1	20	12	12
392	JP	.34	4.11	36426.30221	37.6	1	2	1	20	12	15
380	IT	.5	4.59	34757.84066	31.9	1	2	1	20	12	10.5263157894737
196	CY	.34	3.73	30873.18428	32.4	3	3	1	20	12	13.3333333333333
152	CL	.52	4.19	22333.1064	52.1	2	3	1	20	12	31.4465408805031
32	AR	.47	4.25	18600	45.8	2	3	1	20	12	5
840	US	.47	3.76	54629.49517	45	4	4	1	20	12	16.6666666666667
710	ZA	.71	4.35	13046.20783	63.1	2	4	1	20	12	7.5
752	SE	.27	3.93	45143.52332	23	2	4	1	20	12	2.66666666666667
152	CL	.52	4.19	22333.1064	52.1	2	4	1	20	12	12
32	AR	.47	4.25	18600	45.8	2	4	1	20	12	2.66666666666667
32	AR	.47	4.25	18600	45.8	2	4	1	20	12	13.3333333333333
710	ZA	.71	4.35	13046.20783	63.1	1	4	1	20	12	160
152	CL	.52	4.19	22333.1064	52.1	3	1	2	19	12	 
752	SE	.27	3.93	45143.52332	23	2	1	2	19	12	4.28571428571429
152	CL	.52	4.19	22333.1064	52.1	1	1	2	19	12	 
152	CL	.52	4.19	22333.1064	52.1	1	1	2	19	12	46.1538461538462
36	AU	.26	3.91	43901.55485	30.3	3	2	2	19	12	4
246	FI	.18	3.88	39754.48524	26.8	2	2	2	19	12	10
208	DK	.15	3.6	44862.50398	24.8	2	2	2	19	12	6.94444444444444
196	CY	.34	3.73	30873.18428	32.4	2	2	2	19	12	9.47761194029851
152	CL	.52	4.19	22333.1064	52.1	2	2	2	19	12	50
392	JP	.34	4.11	36426.30221	37.6	1	2	2	19	12	 
152	CL	.52	4.19	22333.1064	52.1	1	2	2	19	12	75
578	NO	.17	3.52	64893.05564	25	4	3	2	19	12	5
752	SE	.27	3.93	45143.52332	23	2	3	2	19	12	 
246	FI	.18	3.88	39754.48524	26.8	2	3	2	19	12	2.30769230769231
152	CL	.52	4.19	22333.1064	52.1	2	3	2	19	12	22.2222222222222
152	CL	.52	4.19	22333.1064	52.1	2	3	2	19	12	33.3333333333333
36	AU	.26	3.91	43901.55485	30.3	2	3	2	19	12	33.3333333333333
710	ZA	.71	4.35	13046.20783	63.1	1	3	2	19	12	10
752	SE	.27	3.93	45143.52332	23	1	3	2	19	12	2.22222222222222
152	CL	.52	4.19	22333.1064	52.1	1	3	2	19	12	12.5
152	CL	.52	4.19	22333.1064	52.1	4	4	2	19	12	18.75
752	SE	.27	3.93	45143.52332	23	3	4	2	19	12	2.04545454545455
246	FI	.18	3.88	39754.48524	26.8	3	4	2	19	12	 
752	SE	.27	3.93	45143.52332	23	2	4	2	19	12	1.90909090909091
578	NO	.17	3.52	64893.05564	25	2	4	2	19	12	4
578	NO	.17	3.52	64893.05564	25	2	4	2	19	12	20
152	CL	.52	4.19	22333.1064	52.1	2	4	2	19	12	15
152	CL	.52	4.19	22333.1064	52.1	2	4	2	19	12	43.75
756	CH	.46	4.2	56939.67029	28.7	2	4	2	19	12	 
756	CH	.46	4.2	56939.67029	28.7	2	4	2	19	12	3.75
724	ES	.4	4.19	33763.39366	34	1	4	2	19	12	1.36363636363636
152	CL	.52	4.19	22333.1064	52.1	2	5	2	19	12	55.5555555555556
152	CL	.52	4.19	22333.1064	52.1	4	2	1	19	12	2.77777777777778
710	ZA	.71	4.35	13046.20783	63.1	2	2	1	19	12	20
752	SE	.27	3.93	45143.52332	23	2	2	1	19	12	3.33333333333333
724	ES	.4	4.19	33763.39366	34	2	2	1	19	12	12.5
152	CL	.52	4.19	22333.1064	52.1	2	2	1	19	12	18.75
152	CL	.52	4.19	22333.1064	52.1	2	2	1	19	12	38.8888888888889
710	ZA	.71	4.35	13046.20783	63.1	1	2	1	19	12	20
710	ZA	.71	4.35	13046.20783	63.1	1	2	1	19	12	10
710	ZA	.71	4.35	13046.20783	63.1	1	2	1	19	12	33.3333333333333
710	ZA	.71	4.35	13046.20783	63.1	1	2	1	19	12	120
710	ZA	.71	4.35	13046.20783	63.1	3	3	1	19	12	4
752	SE	.27	3.93	45143.52332	23	3	3	1	19	12	3.33333333333333
246	FI	.18	3.88	39754.48524	26.8	3	3	1	19	12	11.1111111111111
710	ZA	.71	4.35	13046.20783	63.1	2	3	1	19	12	40
724	ES	.4	4.19	33763.39366	34	2	3	1	19	12	7.5
32	AR	.47	4.25	18600	45.8	2	3	1	19	12	1.5
32	AR	.47	4.25	18600	45.8	1	3	1	19	12	4
578	NO	.17	3.52	64893.05564	25	4	4	1	19	12	10
196	CY	.34	3.73	30873.18428	32.4	4	4	1	19	12	2.29411764705882
246	FI	.18	3.88	39754.48524	26.8	3	4	1	19	12	4
36	AU	.26	3.91	43901.55485	30.3	3	4	1	19	12	5.71428571428571
752	SE	.27	3.93	45143.52332	23	2	4	1	19	12	1.875
752	SE	.27	3.93	45143.52332	23	2	4	1	19	12	2.17391304347826
196	CY	.34	3.73	30873.18428	32.4	2	4	1	19	12	5
152	CL	.52	4.19	22333.1064	52.1	2	4	1	19	12	12.5
152	CL	.52	4.19	22333.1064	52.1	2	4	1	19	12	125
32	AR	.47	4.25	18600	45.8	2	4	1	19	12	10
32	AR	.47	4.25	18600	45.8	2	4	1	19	12	10
710	ZA	.71	4.35	13046.20783	63.1	1	4	1	19	12	30
392	JP	.34	4.11	36426.30221	37.6	1	4	1	19	12	 
208	DK	.15	3.6	44862.50398	24.8	3	5	1	19	12	10
196	CY	.34	3.73	30873.18428	32.4	1	5	1	19	12	2.65
710	ZA	.71	4.35	13046.20783	63.1	3	1	2	18	12	17.1428571428571
152	CL	.52	4.19	22333.1064	52.1	3	1	2	18	12	25
710	ZA	.71	4.35	13046.20783	63.1	1	1	2	18	12	20
710	ZA	.71	4.35	13046.20783	63.1	1	1	2	18	12	60
152	CL	.52	4.19	22333.1064	52.1	1	1	2	18	12	25
724	ES	.4	4.19	33763.39366	34	2	2	2	18	12	20
152	CL	.52	4.19	22333.1064	52.1	2	2	2	18	12	2.85714285714286
710	ZA	.71	4.35	13046.20783	63.1	1	2	2	18	12	22.2222222222222
710	ZA	.71	4.35	13046.20783	63.1	1	2	2	18	12	26.6666666666667
152	CL	.52	4.19	22333.1064	52.1	1	2	2	18	12	62.5
710	ZA	.71	4.35	13046.20783	63.1	2	3	2	18	12	10
152	CL	.52	4.19	22333.1064	52.1	2	3	2	18	12	62.5
752	SE	.27	3.93	45143.52332	23	1	3	2	18	12	5
152	CL	.52	4.19	22333.1064	52.1	1	3	2	18	12	 
36	AU	.26	3.91	43901.55485	30.3	4	4	2	18	12	1000
152	CL	.52	4.19	22333.1064	52.1	3	4	2	18	12	 
710	ZA	.71	4.35	13046.20783	63.1	2	4	2	18	12	 
152	CL	.52	4.19	22333.1064	52.1	2	4	2	18	12	13.3333333333333
32	AR	.47	4.25	18600	45.8	2	4	2	18	12	1.69230769230769
208	DK	.15	3.6	44862.50398	24.8	1	4	2	18	12	1.25
152	CL	.52	4.19	22333.1064	52.1	1	4	2	18	12	5.0314465408805
752	SE	.27	3.93	45143.52332	23	5	5	2	18	12	6
752	SE	.27	3.93	45143.52332	23	5	5	2	18	12	16
826	GB-GBN	.5	3.97	39136.77424	32.3	5	5	2	18	12	24
152	CL	.52	4.19	22333.1064	52.1	2	5	2	18	12	10
152	CL	.52	4.19	22333.1064	52.1	2	6	2	18	12	10
752	SE	.27	3.93	45143.52332	23	1	6	2	18	12	2.36363636363636
710	ZA	.71	4.35	13046.20783	63.1	3	1	1	18	12	40
152	CL	.52	4.19	22333.1064	52.1	2	1	1	18	12	20
152	CL	.52	4.19	22333.1064	52.1	2	1	1	18	12	35.7142857142857
710	ZA	.71	4.35	13046.20783	63.1	3	2	1	18	12	10
710	ZA	.71	4.35	13046.20783	63.1	2	2	1	18	12	10
752	SE	.27	3.93	45143.52332	23	2	2	1	18	12	2
752	SE	.27	3.93	45143.52332	23	2	2	1	18	12	3
724	ES	.4	4.19	33763.39366	34	2	2	1	18	12	14.2857142857143
208	DK	.15	3.6	44862.50398	24.8	3	3	1	18	12	2
710	ZA	.71	4.35	13046.20783	63.1	2	3	1	18	12	 
752	SE	.27	3.93	45143.52332	23	2	3	1	18	12	2.94117647058824
724	ES	.4	4.19	33763.39366	34	2	4	1	18	12	 
724	ES	.4	4.19	33763.39366	34	2	4	1	18	12	6
196	CY	.34	3.73	30873.18428	32.4	2	4	1	18	12	4.66666666666667
756	CH	.46	4.2	56939.67029	28.7	2	4	1	18	12	5
36	AU	.26	3.91	43901.55485	30.3	2	4	1	18	12	12.5
32	AR	.47	4.25	18600	45.8	1	4	1	18	12	10
826	GB-GBN	.5	3.97	39136.77424	32.3	4	5	1	18	12	6.66666666666667
710	ZA	.71	4.35	13046.20783	63.1	2	2	1	17	12	50
36	AU	.26	3.91	43901.55485	30.3	1	2	1	17	12	320
752	SE	.27	3.93	45143.52332	23	1	4	1	17	12	4
380	IT	.5	4.59	34757.84066	31.9	1	4	 	 	11	16.6666666666667
380	IT	.5	4.59	34757.84066	31.9	1	2	2	 	11	16.6666666666667
380	IT	.5	4.59	34757.84066	31.9	1	3	1	 	11	16.6666666666667
36	AU	.26	3.91	43901.55485	30.3	2	4	1	 	11	5
826	GB-GBN	.5	3.97	39136.77424	32.3	1	4	2	94	11	9
826	GB-GBN	.5	3.97	39136.77424	32.3	2	4	2	92	11	 
826	GB-GBN	.5	3.97	39136.77424	32.3	1	2	2	88	11	 
554	NZ	.29	3.69	35217.08835	36.2	3	3	1	87	11	 
554	NZ	.29	3.69	35217.08835	36.2	2	3	1	87	11	5.42857142857143
208	DK	.15	3.6	44862.50398	24.8	1	4	1	87	11	5.33333333333333
826	GB-GBN	.5	3.97	39136.77424	32.3	2	4	2	85	11	25
756	CH	.46	4.2	56939.67029	28.7	2	4	2	85	11	28.5714285714286
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	85	11	5
724	ES	.4	4.19	33763.39366	34	2	3	2	84	11	4
826	GB-GBN	.5	3.97	39136.77424	32.3	2	2	1	84	11	8
554	NZ	.29	3.69	35217.08835	36.2	1	4	1	84	11	 
554	NZ	.29	3.69	35217.08835	36.2	1	5	1	84	11	5.95238095238095
208	DK	.15	3.6	44862.50398	24.8	1	3	2	83	11	 
756	CH	.46	4.2	56939.67029	28.7	1	4	2	83	11	666.666666666667
840	US	.47	3.76	54629.49517	45	4	2	1	83	11	 
554	NZ	.29	3.69	35217.08835	36.2	2	2	2	82	11	16
554	NZ	.29	3.69	35217.08835	36.2	2	4	2	82	11	 
554	NZ	.29	3.69	35217.08835	36.2	4	3	1	82	11	5
392	JP	.34	4.11	36426.30221	37.6	1	4	1	82	11	 
840	US	.47	3.76	54629.49517	45	1	1	2	81	11	 
840	US	.47	3.76	54629.49517	45	3	2	2	81	11	15
554	NZ	.29	3.69	35217.08835	36.2	2	2	2	81	11	88.8888888888889
554	NZ	.29	3.69	35217.08835	36.2	3	4	2	81	11	 
840	US	.47	3.76	54629.49517	45	1	2	1	81	11	100
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	81	11	24.7252747252747
840	US	.47	3.76	54629.49517	45	4	2	2	80	11	6.66666666666667
826	GB-GBN	.5	3.97	39136.77424	32.3	3	2	2	80	11	8.57142857142857
380	IT	.5	4.59	34757.84066	31.9	2	3	2	80	11	11.5384615384615
840	US	.47	3.76	54629.49517	45	1	3	2	80	11	 
554	NZ	.29	3.69	35217.08835	36.2	3	4	2	80	11	.025
208	DK	.15	3.6	44862.50398	24.8	1	4	2	80	11	3.33333333333333
826	GB-GBN	.5	3.97	39136.77424	32.3	3	4	1	80	11	6.31578947368421
208	DK	.15	3.6	44862.50398	24.8	1	4	1	80	11	 
554	NZ	.29	3.69	35217.08835	36.2	2	2	2	79	11	8.33333333333333
756	CH	.46	4.2	56939.67029	28.7	2	3	2	79	11	 
152	CL	.52	4.19	22333.1064	52.1	1	3	2	79	11	16.6666666666667
554	NZ	.29	3.69	35217.08835	36.2	2	4	2	79	11	1.5
756	CH	.46	4.2	56939.67029	28.7	2	4	2	79	11	7.14285714285714
36	AU	.26	3.91	43901.55485	30.3	1	4	2	79	11	 
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	79	11	 
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	79	11	11.2676056338028
752	SE	.27	3.93	45143.52332	23	2	5	1	79	11	10
208	DK	.15	3.6	44862.50398	24.8	1	5	1	79	11	3.5
840	US	.47	3.76	54629.49517	45	2	1	2	78	11	40
710	ZA	.71	4.35	13046.20783	63.1	1	2	2	78	11	35
554	NZ	.29	3.69	35217.08835	36.2	2	4	2	78	11	3.33333333333333
554	NZ	.29	3.69	35217.08835	36.2	1	4	2	78	11	26.3157894736842
392	JP	.34	4.11	36426.30221	37.6	2	2	1	78	11	 
36	AU	.26	3.91	43901.55485	30.3	1	2	1	78	11	66.6666666666667
208	DK	.15	3.6	44862.50398	24.8	1	3	1	78	11	1.2
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	78	11	12.5
826	GB-GBN	.5	3.97	39136.77424	32.3	1	4	1	78	11	61.5384615384615
36	AU	.26	3.91	43901.55485	30.3	1	2	2	77	11	120
826	GB-GBN	.5	3.97	39136.77424	32.3	2	3	2	77	11	52.6315789473684
756	CH	.46	4.2	56939.67029	28.7	3	4	2	77	11	 
36	AU	.26	3.91	43901.55485	30.3	3	4	2	77	11	13.3333333333333
554	NZ	.29	3.69	35217.08835	36.2	2	4	2	77	11	16.6666666666667
826	GB-GBN	.5	3.97	39136.77424	32.3	2	4	2	77	11	180
826	GB-GBN	.5	3.97	39136.77424	32.3	2	1	1	77	11	4.54545454545455
724	ES	.4	4.19	33763.39366	34	2	2	1	77	11	 
554	NZ	.29	3.69	35217.08835	36.2	1	2	1	77	11	 
724	ES	.4	4.19	33763.39366	34	2	3	1	77	11	3
36	AU	.26	3.91	43901.55485	30.3	2	3	1	77	11	3571.42857142857
840	US	.47	3.76	54629.49517	45	1	3	1	77	11	5
710	ZA	.71	4.35	13046.20783	63.1	2	4	1	77	11	100
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	77	11	2
578	NO	.17	3.52	64893.05564	25	1	4	1	77	11	 
36	AU	.26	3.91	43901.55485	30.3	2	2	2	76	11	66.6666666666667
554	NZ	.29	3.69	35217.08835	36.2	4	4	2	76	11	6.25
554	NZ	.29	3.69	35217.08835	36.2	3	4	2	76	11	37.037037037037
756	CH	.46	4.2	56939.67029	28.7	2	4	2	76	11	10
840	US	.47	3.76	54629.49517	45	2	2	1	76	11	 
826	GB-GBN	.5	3.97	39136.77424	32.3	2	2	1	76	11	85
554	NZ	.29	3.69	35217.08835	36.2	3	3	1	76	11	 
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	76	11	7.14285714285714
826	GB-GBN	.5	3.97	39136.77424	32.3	2	4	1	76	11	10
36	AU	.26	3.91	43901.55485	30.3	2	4	1	76	11	38.4615384615385
756	CH	.46	4.2	56939.67029	28.7	4	4	2	75	11	263.157894736842
578	NO	.17	3.52	64893.05564	25	3	4	2	75	11	2.5
578	NO	.17	3.52	64893.05564	25	2	4	2	75	11	10
756	CH	.46	4.2	56939.67029	28.7	2	4	2	75	11	 
554	NZ	.29	3.69	35217.08835	36.2	2	5	2	75	11	9.28571428571429
554	NZ	.29	3.69	35217.08835	36.2	1	5	2	75	11	38.4615384615385
826	GB-GBN	.5	3.97	39136.77424	32.3	1	2	1	75	11	53.3333333333333
156	CN	.6	4.27	13216.54189	47.3	2	3	1	75	11	3.75
826	GB-GBN	.5	3.97	39136.77424	32.3	3	4	1	75	11	13.6363636363636
752	SE	.27	3.93	45143.52332	23	2	4	1	75	11	 
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	75	11	28.5714285714286
756	CH	.46	4.2	56939.67029	28.7	2	5	1	75	11	50
554	NZ	.29	3.69	35217.08835	36.2	2	2	2	74	11	61.4854894244958
554	NZ	.29	3.69	35217.08835	36.2	3	3	2	74	11	22.6244343891403
840	US	.47	3.76	54629.49517	45	2	3	2	74	11	300
554	NZ	.29	3.69	35217.08835	36.2	2	3	2	74	11	 
554	NZ	.29	3.69	35217.08835	36.2	2	4	2	74	11	6.66666666666667
756	CH	.46	4.2	56939.67029	28.7	2	4	2	74	11	 
840	US	.47	3.76	54629.49517	45	2	2	1	74	11	40
554	NZ	.29	3.69	35217.08835	36.2	4	4	1	74	11	37.037037037037
826	GB-GBN	.5	3.97	39136.77424	32.3	2	4	1	74	11	100
756	CH	.46	4.2	56939.67029	28.7	1	4	1	74	11	285.714285714286
36	AU	.26	3.91	43901.55485	30.3	1	4	1	74	11	5
36	AU	.26	3.91	43901.55485	30.3	1	4	1	74	11	166.666666666667
840	US	.47	3.76	54629.49517	45	4	2	2	73	11	3
826	GB-GBN	.5	3.97	39136.77424	32.3	2	2	2	73	11	10
554	NZ	.29	3.69	35217.08835	36.2	2	4	2	73	11	 
578	NO	.17	3.52	64893.05564	25	2	4	2	73	11	3.33333333333333
208	DK	.15	3.6	44862.50398	24.8	2	4	2	73	11	 
208	DK	.15	3.6	44862.50398	24.8	1	4	2	73	11	5
36	AU	.26	3.91	43901.55485	30.3	4	5	2	73	11	100
578	NO	.17	3.52	64893.05564	25	3	2	1	73	11	.833333333333333
208	DK	.15	3.6	44862.50398	24.8	1	2	1	73	11	6
826	GB-GBN	.5	3.97	39136.77424	32.3	2	3	1	73	11	 
578	NO	.17	3.52	64893.05564	25	3	4	1	73	11	6.33333333333333
208	DK	.15	3.6	44862.50398	24.8	4	5	1	73	11	1.72413793103448
208	DK	.15	3.6	44862.50398	24.8	2	5	1	73	11	250
208	DK	.15	3.6	44862.50398	24.8	1	3	2	72	11	 
554	NZ	.29	3.69	35217.08835	36.2	1	4	2	72	11	55.1724137931034
246	FI	.18	3.88	39754.48524	26.8	1	4	2	72	11	11.2
554	NZ	.29	3.69	35217.08835	36.2	1	2	1	72	11	16.6666666666667
36	AU	.26	3.91	43901.55485	30.3	1	2	1	72	11	100
752	SE	.27	3.93	45143.52332	23	4	4	1	72	11	12
208	DK	.15	3.6	44862.50398	24.8	4	4	1	72	11	1.73913043478261
208	DK	.15	3.6	44862.50398	24.8	2	4	1	72	11	5.35714285714286
554	NZ	.29	3.69	35217.08835	36.2	2	5	1	72	11	 
826	GB-GBN	.5	3.97	39136.77424	32.3	2	2	2	71	11	 
752	SE	.27	3.93	45143.52332	23	1	2	2	71	11	5.45454545454545
826	GB-GBN	.5	3.97	39136.77424	32.3	1	2	2	71	11	25
152	CL	.52	4.19	22333.1064	52.1	2	3	2	71	11	66.6666666666667
710	ZA	.71	4.35	13046.20783	63.1	1	3	2	71	11	 
554	NZ	.29	3.69	35217.08835	36.2	3	4	2	71	11	44.4444444444444
554	NZ	.29	3.69	35217.08835	36.2	2	4	2	71	11	18.1818181818182
554	NZ	.29	3.69	35217.08835	36.2	3	2	1	71	11	25
578	NO	.17	3.52	64893.05564	25	2	2	1	71	11	2.72727272727273
840	US	.47	3.76	54629.49517	45	1	2	1	71	11	133.333333333333
36	AU	.26	3.91	43901.55485	30.3	2	3	1	71	11	9.30232558139535
36	AU	.26	3.91	43901.55485	30.3	2	4	1	71	11	181.818181818182
36	AU	.26	3.91	43901.55485	30.3	1	2	2	70	11	172.413793103448
710	ZA	.71	4.35	13046.20783	63.1	2	3	2	70	11	6.66666666666667
554	NZ	.29	3.69	35217.08835	36.2	1	3	1	70	11	15
36	AU	.26	3.91	43901.55485	30.3	1	3	1	70	11	166.666666666667
554	NZ	.29	3.69	35217.08835	36.2	2	4	1	70	11	5.17241379310345
578	NO	.17	3.52	64893.05564	25	2	4	1	70	11	8
554	NZ	.29	3.69	35217.08835	36.2	1	4	1	70	11	71.4285714285714
752	SE	.27	3.93	45143.52332	23	2	5	1	70	11	5.45454545454545
554	NZ	.29	3.69	35217.08835	36.2	1	5	1	70	11	5.35714285714286
554	NZ	.29	3.69	35217.08835	36.2	3	2	2	69	11	2.85714285714286
578	NO	.17	3.52	64893.05564	25	2	2	2	69	11	3.5
826	GB-GBN	.5	3.97	39136.77424	32.3	2	2	2	69	11	4
826	GB-GBN	.5	3.97	39136.77424	32.3	4	3	2	69	11	6.25
826	GB-GBN	.5	3.97	39136.77424	32.3	3	4	2	69	11	6.66666666666667
554	NZ	.29	3.69	35217.08835	36.2	2	4	2	69	11	5
578	NO	.17	3.52	64893.05564	25	2	4	2	69	11	4
752	SE	.27	3.93	45143.52332	23	1	4	2	69	11	27.7777777777778
554	NZ	.29	3.69	35217.08835	36.2	1	4	2	69	11	11.1111111111111
756	CH	.46	4.2	56939.67029	28.7	1	4	2	69	11	 
156	CN	.6	4.27	13216.54189	47.3	2	2	1	69	11	4
36	AU	.26	3.91	43901.55485	30.3	1	2	1	69	11	 
36	AU	.26	3.91	43901.55485	30.3	1	2	1	69	11	33.3333333333333
840	US	.47	3.76	54629.49517	45	4	4	1	69	11	114.285714285714
752	SE	.27	3.93	45143.52332	23	3	4	1	69	11	3.5
554	NZ	.29	3.69	35217.08835	36.2	3	4	1	69	11	12.5
208	DK	.15	3.6	44862.50398	24.8	3	4	1	69	11	8
826	GB-GBN	.5	3.97	39136.77424	32.3	2	4	1	69	11	12.5
554	NZ	.29	3.69	35217.08835	36.2	1	4	1	69	11	9.375
554	NZ	.29	3.69	35217.08835	36.2	1	4	1	69	11	 
710	ZA	.71	4.35	13046.20783	63.1	2	3	2	68	11	20
36	AU	.26	3.91	43901.55485	30.3	3	4	2	68	11	28.5714285714286
756	CH	.46	4.2	56939.67029	28.7	2	4	2	68	11	42.8571428571429
554	NZ	.29	3.69	35217.08835	36.2	4	5	2	68	11	20
36	AU	.26	3.91	43901.55485	30.3	4	5	2	68	11	200
752	SE	.27	3.93	45143.52332	23	1	2	1	68	11	4.76190476190476
826	GB-GBN	.5	3.97	39136.77424	32.3	2	3	1	68	11	 
724	ES	.4	4.19	33763.39366	34	2	3	1	68	11	 
36	AU	.26	3.91	43901.55485	30.3	2	3	1	68	11	6.25
554	NZ	.29	3.69	35217.08835	36.2	1	3	1	68	11	9.23076923076923
554	NZ	.29	3.69	35217.08835	36.2	4	4	1	68	11	10.4166666666667
554	NZ	.29	3.69	35217.08835	36.2	2	1	2	67	11	 
208	DK	.15	3.6	44862.50398	24.8	5	2	2	67	11	 
752	SE	.27	3.93	45143.52332	23	2	2	2	67	11	3.61111111111111
